TOA5,IMNAVAIT-SNOWFENCE,CR1000,12067,CR1000.Std.14,CPU:Imnaviatfence.CR1,34902,Imnaviat,,,,,,,,,,,
TIMESTAMP,RECORD,WS_ms,WindDir,WS_ms_WVc(1),WS_ms_WVc(2),WS_ms_S_WVT,T107_C,Snow_depth_3m,SignalQuality_3m,Snow_depth_8m,SignalQuality_8m,Snow_depth_15m,SignalQuality_15m,Batt_Volt,PanelTemp,T_107_3m,T_107_8m,T_107_15m
TS,RN,meters/second,Degrees,meters/second,meters/second,meters/second,Deg C,,,,,,,Volts,deg. C,deg c,deg c,deg c
,,Smp,Smp,WVc,WVc,Max,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
3/7/2012 4:30,181893,3.033,199.4,3.2,202.1,3.739,-26.12,2.004,0,2.56,0,0.791,0,12.9,-28.72,-3.693,-2.944,-5.393
3/7/2012 4:40,181894,2.651,197.5,2.904,200.7,3.592,-26.36,2.005,0,2.56,0,0.789,0,12.89,-28.35,-3.692,-2.943,-5.392
3/7/2012 4:50,181895,2.553,198.2,2.408,201.3,2.68,-26.81,2.004,0,2.56,0,2.72,0,12.89,-28.16,-3.69,-2.942,-5.391
3/7/2012 5:00,181896,2.891,182.2,2.692,188.8,3.332,-26.84,2.004,0,2.56,0,0.789,0,12.89,-28.09,-3.691,-2.942,-5.391
3/7/2012 5:10,181897,2.073,163.9,2.243,171.6,2.519,-27.2,2.004,0,2.56,0,0.788,0,12.89,-28.09,-3.69,-2.941,-5.39
3/7/2012 5:20,181898,1.23,143.4,1.6,160.8,1.98,-26.88,2.004,0,2.56,0,0.791,0,12.89,-28.05,-3.69,-2.941,-5.39
3/7/2012 5:30,181899,1.7,159.6,1.343,150,1.7,-27.59,2.003,0,2.56,0,0.79,0,12.89,-28.12,-3.69,-2.942,-5.391
3/7/2012 5:40,181900,1.725,202.8,1.709,171.3,2.127,-26.7,2.005,0,2.56,0,0.793,0,12.89,-28.23,-3.69,-2.942,-5.391
3/7/2012 5:50,181901,1.759,231.1,1.461,204.3,1.759,-25.44,2.003,0,2.56,0,0.793,0,12.89,-28.16,-3.69,-2.942,-5.391
3/7/2012 6:00,181902,1.254,225.5,1.584,228.3,2.132,-25.51,2.003,0,2.56,0,2.72,0,12.88,-27.94,-3.69,-2.941,-5.39
3/7/2012 6:10,181903,0.025,176.7,0.798,221.1,1.431,-26.22,2.005,0,2.56,0,0.719,0,12.88,-27.83,-3.69,-2.951,-5.381
3/7/2012 6:20,181904,0.568,134.7,0.3,150.2,0.617,-27.09,2.004,0,2.56,0,0.693,0,12.88,-27.94,-3.69,-2.941,-5.391
3/7/2012 6:30,181905,0.955,122.9,0.602,124.7,0.955,-26.86,2.002,0,2.56,0,0.673,0,12.88,-28.16,-3.69,-2.941,-5.391
3/7/2012 6:40,181906,1.377,125.6,1.225,126.1,1.401,-27.09,2.003,0,2.56,0,0.718,0,12.88,-28.5,-3.69,-2.942,-5.381
3/7/2012 6:50,181907,1.372,124.5,1.589,116,1.94,-27.05,2.36,0,2.56,0,0.692,0,12.88,-28.84,-3.69,-2.951,-5.381
3/7/2012 7:00,181908,1.333,122.7,0.902,139.3,1.436,-26.27,2.36,0,2.56,0,0.693,0,12.88,-29.18,-3.69,-2.951,-5.381
3/7/2012 7:10,181909,1.338,129.9,1.088,129.1,1.602,-26.95,2.36,0,2.56,0,0.668,0,12.87,-29.37,-3.692,-2.944,-5.383
3/7/2012 7:20,181910,1.279,118,1.279,120,1.573,-26.22,2.36,0,2.56,0,0.72,0,12.87,-29.53,-3.693,-2.954,-5.383
3/7/2012 7:30,181911,1.519,122.7,1.224,111.8,1.617,-26.74,2.36,0,2.56,0,0.692,0,12.87,-29.64,-3.703,-2.945,-5.384
3/7/2012 7:40,181912,2.813,128.7,2.157,128.8,2.827,-28.22,2.36,0,2.56,0,0.709,0,12.86,-29.72,-3.703,-2.955,-5.384
3/7/2012 7:50,181913,2.391,148.5,2.74,140.1,3.165,-27.67,2.36,0,2.56,0,0.715,0,12.86,-29.72,-3.703,-2.955,-5.384
3/7/2012 8:00,181914,2.925,151.3,2.97,146.9,3.366,-27.74,2.36,0,2.56,0,0.711,0,12.86,-29.57,-3.703,-2.945,-5.384
3/7/2012 8:10,181915,2.372,186.1,2.474,163.9,2.876,-26.91,2.36,0,2.56,0,0.717,0,12.87,-29.29,-3.703,-2.945,-5.384
3/7/2012 8:20,181916,2.759,151.5,2.571,161.2,3.053,-27.31,2.36,0,2.56,0,0.712,0,12.88,-28.91,-3.703,-2.954,-5.384
3/7/2012 8:30,181917,2.406,187.7,2.763,156.3,3.082,-26.44,2.36,0,2.56,0,0.715,0,12.9,-28.65,-3.701,-2.953,-5.392
3/7/2012 8:40,181918,2.362,108.2,1.676,155.6,2.362,-26.98,2.36,0,2.56,0,0.699,0,12.93,-28.38,-3.701,-2.952,-5.391
3/7/2012 8:50,181919,2.367,153.1,2.373,141.7,2.935,-26.48,2.006,0,2.56,0,0.69,0,12.97,-28.31,-3.7,-2.951,-5.391
3/7/2012 9:00,181920,2.494,136.5,2.474,143,2.891,-26.91,2.36,0,2.56,0,0.685,0,13,-28.2,-3.7,-2.951,-5.381
3/7/2012 9:10,181921,1.867,146.2,2.327,146,2.96,-26.56,2.36,0,2.56,0,2.72,0,13.07,-28.16,-3.7,-2.951,-5.381
3/7/2012 9:20,181922,1.931,168.2,2.212,158.9,2.617,-27.3,2.36,0,2.56,0,0.718,0,13.34,-28.23,-3.7,-2.951,-5.381
3/7/2012 9:30,181923,2.264,161.9,2.29,157.8,2.528,-28.4,2.36,0,2.56,0,0.709,0,13.92,-28.27,-3.7,-2.942,-5.391
3/7/2012 9:40,181924,3.077,146.8,2.731,146.5,3.077,-28.35,2.36,0,2.56,0,0.714,0,15.04,-28.38,-3.701,-2.952,-5.382
3/7/2012 9:50,181925,2.842,168.4,2.908,157.2,3.322,-25.53,2.005,0,2.56,0,0.674,0,15.08,-28.38,-3.7,-2.951,-5.381
3/7/2012 10:00,181926,2.925,173.7,2.939,177.5,3.116,-24.71,2.002,0,2.56,0,0.662,0,15.09,-27.98,-3.7,-2.952,-5.381
3/7/2012 10:10,181927,3.121,167.8,2.855,169.3,3.209,-26.07,2.004,0,2.56,0,0.714,0,15.08,-27.61,-3.7,-2.951,-5.381
3/7/2012 10:20,181928,2.989,152.3,3.18,152.1,3.553,-26.41,2.005,0,2.56,0,0.704,0,15.08,-27.4,-3.7,-2.951,-5.38
3/7/2012 10:30,181929,3.557,148.2,2.959,154.9,3.587,-26.3,2.006,0,2.56,0,0.704,0,15.08,-27.22,-3.7,-2.951,-5.381
3/7/2012 10:40,181930,3.229,169.1,3.397,152.6,3.704,-25.16,2.007,0,2.56,0,0.703,0,15.07,-27.04,-3.7,-2.952,-5.381
3/7/2012 10:50,181931,3.881,205.7,3.231,177.9,3.881,-22.69,2.007,0,2.56,0,0.714,0,15.06,-26.76,-3.7,-2.952,-5.381
3/7/2012 11:00,181932,3.048,197.1,2.83,192,3.758,-23.58,2.007,0,2.197,0,0.721,0,15.05,-26.27,-3.703,-2.954,-5.383
3/7/2012 11:10,181933,3.048,204.3,2.926,200.3,3.371,-23.76,2.007,0,2.194,0,0.783,0,15.06,-25.89,-3.704,-2.955,-5.384
3/7/2012 11:20,181934,2.337,216.4,2.669,206.7,3.004,-22.94,2.009,0,2.196,0,0.784,0,15.04,-25.55,-3.705,-2.956,-5.385
3/7/2012 11:30,181935,1.72,212.8,1.94,215.8,2.661,-22.88,2.009,0,2.194,0,0.777,0,15.05,-25.19,-3.706,-2.957,-5.387
3/7/2012 11:40,181936,1.916,173.4,1.694,196,2.004,-21.54,2.006,0,2.193,0,0.768,0,15.05,-24.86,-3.706,-2.957,-5.386
3/7/2012 11:50,181937,3.053,175.7,2.24,165,3.053,-24.01,2.01,0,2.203,0,0.781,0,15.06,-24.69,-3.705,-2.957,-5.376
3/7/2012 12:00,181938,2.612,194.9,2.856,179.1,3.087,-22.16,2.008,0,2.194,0,0.778,0,15.06,-24.53,-3.705,-2.956,-5.385
3/7/2012 12:10,181939,1.862,237.9,2.288,196.5,3.244,-21.24,2.01,0,2.198,0,0.789,0,15.05,-24.05,-3.704,-2.956,-5.385
3/7/2012 12:20,181940,2.759,144.5,2.159,161.3,2.759,-24.2,2.011,0,2.198,0,0.784,0,15.05,-23.57,-3.706,-2.957,-5.377
3/7/2012 12:30,181941,2.626,157.1,2.839,151.6,3.273,-22.85,2.009,0,2.195,0,0.787,0,15.05,-23.29,-3.707,-2.958,-5.378
3/7/2012 12:40,181942,2.078,207,2.321,171.8,2.778,-21.24,2.009,0,2.194,0,0.785,0,15.06,-23.01,-3.707,-2.959,-5.378
3/7/2012 12:50,181943,2.568,176.4,2.206,184.8,2.577,-21.01,2.008,0,2.193,0,0.777,0,15.06,-22.61,-3.707,-2.958,-5.378
3/7/2012 13:00,181944,1.842,179.2,2.093,187.6,2.666,-20.73,2.008,0,2.193,0,0.783,0,15.06,-22.25,-3.708,-2.96,-5.379
3/7/2012 13:10,181945,2.185,182.3,2.289,183.3,2.651,-20.65,2.008,0,2.195,0,0.782,0,15.06,-21.8,-3.709,-2.96,-5.379
3/7/2012 13:20,181946,2.112,177.3,1.689,186.4,2.499,-19.77,2.007,0,2.194,0,2.72,0,15.06,-21.38,-3.709,-2.961,-5.38
3/7/2012 13:30,181947,1.328,212.4,1.519,185.3,1.989,-19.58,2.008,0,2.197,0,0.715,0,15.05,-20.95,-3.72,-2.962,-5.381
3/7/2012 13:40,181948,2.303,197.2,1.494,208.9,2.303,-20.18,2.009,0,2.193,0,0.782,0,15.05,-20.54,-3.721,-2.963,-5.382
3/7/2012 13:50,181949,1.088,188.2,1.345,222.8,2.661,-19.84,2.009,0,2.194,0,0.71,0,15.05,-20.11,-3.721,-2.962,-5.381
3/7/2012 14:00,181950,0.965,225.2,1.169,196.2,1.642,-19.29,2.01,0,2.193,0,0.709,0,15.05,-19.58,-3.72,-2.962,-5.381
3/7/2012 14:10,181951,0.853,190.6,1.196,190.8,1.637,-19.1,2.008,0,2.19,0,2.72,0,15.05,-19.22,-3.72,-2.961,-5.38
3/7/2012 14:20,181952,1,196.2,1.186,169.7,2.038,-18.92,2.007,0,2.194,0,2.72,0,15.06,-19.05,-3.719,-2.961,-5.38
3/7/2012 14:30,181953,1.147,191.5,1.307,195.5,1.71,-20.68,2.008,0,2.197,0,0.711,0,15.05,-19,-3.719,-2.961,-5.38
3/7/2012 14:40,181954,1.494,173.2,1.268,173.3,1.798,-18.55,2.007,0,2.198,0,0.703,0,15.06,-18.97,-3.719,-2.961,-5.37
3/7/2012 14:50,181955,1.754,171.1,1.448,180.2,1.754,-19.42,2.007,0,2.196,0,0.71,0,15.05,-18.83,-3.719,-2.961,-5.38
3/7/2012 15:00,181956,1.72,172.9,1.541,182.3,1.818,-19.69,2.006,0,2.196,0,0.701,0,15.05,-18.94,-3.719,-2.961,-5.38
3/7/2012 15:10,181957,2.024,182.2,1.835,182.1,2.327,-19.96,2.008,0,2.195,0,0.704,0,15.06,-19,-3.719,-2.961,-5.38
3/7/2012 15:20,181958,1.475,181.5,1.629,187.9,2.112,-20.21,2.007,0,2.196,0,2.72,0,15.05,-19.05,-3.719,-2.96,-5.38
3/7/2012 15:30,181959,1.475,192.8,1.601,186.6,1.813,-20.79,2.008,0,2.193,0,2.72,0,15.04,-19.11,-3.719,-2.961,-5.38
3/7/2012 15:40,181960,2.538,229.9,1.753,213.2,2.538,-21.5,2.009,0,2.196,0,0.712,0,15.05,-19.05,-3.719,-2.961,-5.38
3/7/2012 15:50,181961,2.71,237.6,2.44,244.7,2.793,-21.07,2.008,0,2.195,0,0.715,0,15.03,-18.94,-3.719,-2.961,-5.37
3/7/2012 16:00,181962,2.754,204.9,2.594,222,2.979,-22.11,2.009,0,2.195,0,0.704,0,15.03,-18.83,-3.719,-2.961,-5.37
3/7/2012 16:10,181963,2.494,195.1,2.546,204,3.043,-22.58,2.008,0,2.195,0,0.713,0,15.04,-19,-3.719,-2.961,-5.37
3/7/2012 16:20,181964,2.318,215.4,2.386,193.3,2.989,-21.58,2.008,0,2.195,0,0.721,0,15.03,-19.41,-3.719,-2.97,-5.38
3/7/2012 16:30,181965,3.141,201.9,2.599,204.8,3.528,-22.25,2.008,0,2.195,0,0.782,0,15.04,-19.83,-3.719,-2.971,-5.38
3/7/2012 16:40,181966,2.073,215.9,2.967,217.8,4.057,-22.05,2.009,0,2.192,0,0.781,0,15.04,-20.14,-3.729,-2.971,-5.38
3/7/2012 16:50,181967,2.666,207.1,2.634,209.6,4.273,-23.09,2.008,0,2.196,0,0.782,0,15.04,-20.4,-3.729,-2.961,-5.38
3/7/2012 17:00,181968,2.896,188.2,2.741,203.6,4.077,-22.4,2.008,0,2.196,0,2.72,0,15.04,-20.77,-3.73,-2.972,-5.381
3/7/2012 17:10,181969,2.607,174.8,2.954,192.6,3.842,-22.34,2.007,0,2.193,0,0.703,0,15.04,-21.27,-3.731,-2.963,-5.382
3/7/2012 17:20,181970,2.038,162.5,2.396,175.1,3.112,-22.76,2.008,0,2.202,0,0.703,0,15.05,-21.77,-3.732,-2.974,-5.383
3/7/2012 17:30,181971,0.603,180.3,1.204,177.1,2.058,-22.93,2.008,0,2.197,0,0.715,0,15.05,-22.28,-3.732,-2.974,-5.383
3/7/2012 17:40,181972,1.774,155.2,1.619,157.2,2.475,-25.67,2.009,0,2.198,0,0.712,0,15.06,-22.86,-3.731,-2.973,-5.382
3/7/2012 17:50,181973,3.072,139.6,2.547,140,3.151,-26.18,2.008,0,2.2,0,0.703,0,15.06,-23.63,-3.731,-2.972,-5.382
3/7/2012 18:00,181974,2.22,151.6,2.579,147.4,3.312,-25.82,2.009,0,2.203,0,0.67,0,14.34,-24.43,-3.729,-2.971,-5.38
3/7/2012 18:10,181975,1.362,114.8,2.066,125.7,2.666,-24.57,2.008,0,2.204,0,0.718,0,14.11,-25.15,-3.727,-2.969,-5.378
3/7/2012 18:20,181976,0.975,143.1,1.315,119.7,1.637,-24.23,2.008,0,2.204,0,0.727,0,13.96,-25.72,-3.727,-2.969,-5.378
3/7/2012 18:30,181977,0.524,165.9,0.476,178.6,1.009,-24.97,2.006,0,2.2,0,0.681,0,13.88,-26.23,-3.727,-2.968,-5.378
3/7/2012 18:40,181978,2.47,127,1.25,136.2,2.47,-28.22,2.007,0,2.209,0,0.717,0,13.8,-26.76,-3.726,-2.977,-5.377
3/7/2012 18:50,181979,1.348,121.6,1.846,119.4,2.327,-26.71,2.009,0,2.204,0,0.711,0,13.74,-27.36,-3.727,-2.978,-5.378
3/7/2012 19:00,181980,1.392,103.9,1.484,118.5,1.642,-25.75,2.008,0,2.202,0,0.72,0,13.69,-27.9,-3.725,-2.977,-5.376
3/7/2012 19:10,181981,1.303,73.65,1.113,90.8,1.303,-24.63,2.005,0,2.203,0,0.713,0,13.64,-28.35,-3.723,-2.974,-5.374
3/7/2012 19:20,181982,1.348,72.28,1.473,68.86,1.891,-24.47,2.005,0,2.203,0,0.713,0,13.59,-28.61,-3.721,-2.972,-5.372
3/7/2012 19:30,181983,0.367,14.63,0.991,42.94,1.401,-24.03,2.007,0,2.21,0,0.727,0,13.54,-28.76,-3.72,-2.971,-5.372
3/7/2012 19:40,181984,0.804,33.78,0.46,36.38,0.897,-25.02,2.004,0,2.204,0,0.718,0,13.5,-28.68,-3.72,-2.971,-5.371
3/7/2012 19:50,181985,1.053,5.197,1.031,24.9,1.294,-25.85,2.008,0,2.207,0,0.714,0,13.46,-28.68,-3.73,-2.971,-5.372
3/7/2012 20:00,181986,0.911,5.004,0.909,4.296,1.156,-25.73,2.005,0,2.204,0,0.717,0,13.43,-28.72,-3.72,-2.971,-5.371
3/7/2012 20:10,181987,1.279,36.28,1.128,33.21,1.377,-27.16,2.005,0,2.208,0,0.703,0,13.39,-28.76,-3.72,-2.971,-5.371
3/7/2012 20:20,181988,1.48,43.4,1.398,42.09,1.656,-26.43,2.005,0,2.208,0,0.705,0,13.36,-28.87,-3.72,-2.972,-5.372
3/7/2012 20:30,181989,1.083,47.45,1.452,38.62,1.637,-26.79,2.006,0,2.203,0,0.718,0,13.33,-29.06,-3.73,-2.971,-5.372
3/7/2012 20:40,181990,1.166,67.09,1.143,55.79,1.431,-25.12,2.006,0,2.204,0,0.721,0,13.3,-29.22,-3.731,-2.972,-5.373
3/7/2012 20:50,181991,0.265,62.66,0.766,63.47,1.328,-24.28,2.006,0,2.204,0,0.673,0,13.27,-29.14,-3.722,-2.973,-5.373
3/7/2012 21:00,181992,0.975,69.59,0.276,63.75,0.975,-24.37,2.005,0,2.205,0,0.706,0,13.25,-29.06,-3.732,-2.974,-5.374
3/7/2012 21:10,181993,0.24,44.47,0.519,53.86,0.955,-24.22,2.006,0,2.205,0,0.696,0,13.22,-28.91,-3.732,-2.974,-5.374
3/7/2012 21:20,181994,0.299,23.92,0.532,42.37,0.696,-24.49,2.006,0,2.205,0,0.724,0,13.2,-28.76,-3.722,-2.973,-5.373
3/7/2012 21:30,181995,1.416,100.7,0.953,104.7,1.906,-26.22,2.006,0,2.209,0,0.714,0,13.18,-28.65,-3.73,-2.972,-5.372
3/7/2012 21:40,181996,0.946,114.6,1.382,108,1.695,-25.28,2.008,0,2.207,0,0.68,0,13.16,-28.61,-3.73,-2.972,-5.372
3/7/2012 21:50,181997,1.299,169.5,0.619,170.4,1.299,-26.43,2.006,0,2.205,0,0.72,0,13.14,-28.57,-3.73,-2.971,-5.371
3/7/2012 22:00,181998,1.362,144.2,1.238,159.3,1.544,-25.88,2.007,0,2.202,0,0.669,0,13.12,-28.65,-3.729,-2.971,-5.371
3/7/2012 22:10,181999,1.98,120.7,1.845,120.7,2.043,-26.56,2.005,0,2.207,0,0.711,0,13.11,-28.84,-3.73,-2.971,-5.371
3/7/2012 22:20,182000,2.749,124.3,2.558,126.2,2.817,-27.92,2.006,0,2.207,0,0.719,0,13.1,-29.14,-3.73,-2.972,-5.372
3/7/2012 22:30,182001,3.19,124.8,3.151,122.9,3.303,-28.29,2.006,0,2.206,0,0.716,0,13.08,-29.33,-3.731,-2.973,-5.373
3/7/2012 22:40,182002,2.739,116.8,2.965,125.4,3.209,-28.22,2.005,0,2.208,0,0.677,0,13.07,-29.49,-3.732,-2.973,-5.373
3/7/2012 22:50,182003,2.945,121.4,2.928,121.4,3.072,-27.09,2.007,0,2.208,0,0.726,0,13.06,-29.61,-3.733,-2.974,-5.374
3/7/2012 23:00,182004,2.538,116.2,2.616,123.9,2.965,-27.38,2.006,0,2.208,0,0.729,0,13.05,-29.64,-3.733,-2.974,-5.374
3/7/2012 23:10,182005,2.666,110.8,2.696,113.4,3.043,-27.45,2.007,0,2.205,0,0.72,0,13.04,-29.68,-3.733,-2.974,-5.374
3/7/2012 23:20,182006,2.93,121.1,3.073,115.4,3.352,-27.67,2.006,0,2.205,0,0.675,0,13.03,-29.76,-3.743,-2.975,-5.375
3/7/2012 23:30,182007,3.009,120.7,2.961,120.9,3.048,-28.18,2.006,0,2.204,0,0.689,0,13.02,-29.8,-3.743,-2.985,-5.375
3/7/2012 23:40,182008,3.072,119.8,2.913,121.2,3.146,-28.18,2.006,0,2.205,0,0.72,0,13.02,-29.84,-3.742,-2.974,-5.374
3/7/2012 23:50,182009,3.19,115.7,3.216,122.1,3.352,-28.31,2.006,0,2.207,0,0.712,0,13.01,-29.92,-3.743,-2.985,-5.375
3/8/2012 0:00,182010,2.465,117,2.631,115.5,3.053,-26.92,2.005,0,2.204,0,0.668,0,13,-30,-3.743,-2.975,-5.375
3/8/2012 0:10,182011,1.808,109.7,2.248,112.8,2.475,-26.02,2.005,0,2.207,0,0.684,0,13,-30.08,-3.742,-2.974,-5.374
3/8/2012 0:20,182012,2.063,87.3,1.955,102.7,2.097,-26.32,2.005,0,2.203,0,0.705,0,12.99,-30.24,-3.743,-2.974,-5.374
3/8/2012 0:30,182013,2.141,74.47,1.982,72.01,2.293,-27.09,2.007,0,2.204,0,0.689,0,12.98,-30.36,-3.741,-2.973,-5.373
3/8/2012 0:40,182014,0.681,51.89,1.207,66.89,2.176,-23.22,2.005,0,2.56,0,0.692,0,12.98,-30.44,-3.741,-2.972,-5.373
3/8/2012 0:50,182015,1.053,54.59,1.478,49.18,2.234,-26.05,2.007,0,2.56,0,0.688,0,12.97,-30.4,-3.739,-2.971,-5.371
3/8/2012 1:00,182016,1.299,69,0.995,60.43,1.46,-24.07,2.004,0,2.56,0,0.722,0,12.97,-30.4,-3.738,-2.98,-5.37
3/8/2012 1:10,182017,1.196,95.4,1.594,83.4,1.808,-24.4,2.005,0,2.56,0,0.708,0,12.97,-30.44,-3.739,-2.97,-5.371
3/8/2012 1:20,182018,2.073,90.6,1.776,87.9,2.073,-25.61,2.005,0,2.56,0,2.72,0,12.96,-30.56,-3.739,-2.981,-5.371
3/8/2012 1:30,182019,1.279,86.9,1.855,90.3,2.298,-24.18,2.008,0,2.56,0,0.699,0,12.96,-30.72,-3.738,-2.97,-5.37
3/8/2012 1:40,182020,1.348,70.28,1.107,88.9,1.387,-24.02,2.006,0,2.56,0,0.686,0,12.95,-30.81,-3.747,-2.979,-5.369
3/8/2012 1:50,182021,1.352,78.27,1.611,73.76,1.867,-25.18,2.004,0,2.205,0,0.688,0,12.95,-30.93,-3.736,-2.977,-5.368
3/8/2012 2:00,182022,2.024,94.2,1.48,92.7,2.048,-26.98,2.008,0,2.213,0,0.706,0,12.95,-31.09,-3.744,-2.965,-5.366
3/8/2012 2:10,182023,1.161,75.77,1.478,85.5,2.303,-24.92,2.005,0,2.56,0,0.674,0,12.94,-31.22,-3.743,-2.975,-5.366
3/8/2012 2:20,182024,1.847,79.91,1.094,84.1,1.847,-26.49,2.006,0,2.56,0,0.729,0,12.94,-31.26,-3.743,-2.975,-5.365
3/8/2012 2:30,182025,0.74,95.2,1.448,83.1,1.931,-23.63,2.003,0,2.56,0,2.72,0,12.94,-31.35,-3.743,-2.974,-5.365
3/8/2012 2:40,182026,0.764,64.8,0.749,77.14,0.995,-24.26,2.008,0,2.56,0,0.667,0,12.94,-31.39,-3.743,-2.975,-5.365
3/8/2012 2:50,182027,0.377,172.9,0.229,63.44,0.72,-29.04,2.006,0,2.217,0,0.738,0,12.93,-31.35,-3.743,-2.984,-5.355
3/8/2012 3:00,182028,0.662,127.9,0.332,118,0.662,-27.73,2.005,0,2.56,0,0.731,0,12.93,-31.56,-3.743,-2.975,-5.366
3/8/2012 3:10,182029,1.887,116.7,1.317,122,1.935,-27.44,2.005,0,2.56,0,0.7,0,12.93,-31.85,-3.744,-2.976,-5.357
3/8/2012 3:20,182030,1.583,112.2,1.842,109.4,2.038,-26.32,2.006,0,2.56,0,0.702,0,12.93,-32.11,-3.745,-2.976,-5.367
3/8/2012 3:30,182031,1.122,108.2,1.658,106.8,2.19,-26.49,2.36,0,2.56,0,0.677,0,12.92,-32.2,-3.744,-2.976,-5.367
3/8/2012 3:40,182032,1.583,70.11,1.096,88.7,1.583,-26.01,2,0,2.56,0,0.723,0,12.92,-32.16,-3.744,-2.986,-5.367
3/8/2012 3:50,182033,1.009,37.9,1.945,69.2,2.528,-25.41,2.009,0,2.56,0,0.712,0,12.92,-32.07,-3.745,-2.986,-5.357
3/8/2012 4:00,182034,0.029,0.048,0.654,35.81,1.568,-24.76,2.008,0,2.56,0,0.709,0,12.92,-31.94,-3.745,-2.986,-5.367
3/8/2012 4:10,182035,0.916,41.12,0.628,29.42,1.313,-26.32,2.006,0,2.56,0,0.725,0,12.92,-31.68,-3.744,-2.975,-5.366
3/8/2012 4:20,182036,0.769,61.91,0.967,47.43,1.612,-24.53,2.008,0,2.56,0,0.668,0,12.91,-31.47,-3.744,-2.985,-5.366
3/8/2012 4:30,182037,0.671,67.5,0.366,83.2,0.769,-24.34,2.007,0,2.56,0,0.692,0,12.91,-31.39,-3.743,-2.975,-5.366
3/8/2012 4:40,182038,0.931,62.49,0.884,67.43,1.107,-24.12,2.007,0,2.56,0,0.708,0,12.91,-31.22,-3.743,-2.975,-5.366
3/8/2012 4:50,182039,0.745,75.29,1.079,66.29,1.45,-24.56,2.36,0,2.56,0,0.696,0,12.91,-31.14,-3.743,-2.975,-5.366
3/8/2012 5:00,182040,1.965,66.82,1.194,82.4,2.058,-24.69,2.003,0,2.56,0,0.674,0,12.91,-31.26,-3.743,-2.984,-5.365
3/8/2012 5:10,182041,1.289,59.31,1.626,51.6,2.23,-27.07,2.005,0,2.56,0,2.72,0,12.9,-31.47,-3.743,-2.984,-5.365
3/8/2012 5:20,182042,1.71,58.08,1.463,57.35,1.749,-26.18,2.36,0,2.56,0,0.717,0,12.9,-31.68,-3.743,-2.984,-5.365
3/8/2012 5:30,182043,1.098,36.83,1.119,41.9,1.529,-26.98,2.36,0,2.56,0,0.709,0,12.9,-31.81,-3.743,-2.985,-5.366
3/8/2012 5:40,182044,0.122,68.08,0.413,51.64,1.103,-25.23,2.008,0,2.56,0,0.711,0,12.9,-31.72,-3.744,-2.985,-5.366
3/8/2012 5:50,182045,0.897,95,0.504,95.1,0.921,-24.82,2.007,0,2.56,0,0.709,0,12.9,-31.56,-3.744,-2.985,-5.366
3/8/2012 6:00,182046,1.264,81.7,1.007,98.1,1.264,-24.92,2.006,0,2.56,0,2.72,0,12.9,-31.47,-3.743,-2.985,-5.366
3/8/2012 6:10,182047,0.784,74.91,1.108,77.95,1.299,-24.24,2.36,0,2.56,0,2.72,0,12.89,-31.56,-3.744,-2.985,-5.366
3/8/2012 6:20,182048,0.946,73.85,0.774,70.57,0.946,-24.72,2.002,0,2.56,0,0.67,0,12.89,-31.56,-3.743,-2.984,-5.366
3/8/2012 6:30,182049,0.97,64.99,1.115,66.9,1.343,-25.39,2.36,0,2.56,0,0.667,0,12.89,-31.6,-3.743,-2.984,-5.365
3/8/2012 6:40,182050,1.627,79.24,1.245,62.02,2.097,-29.26,2.004,0,2.56,0,0.687,0,12.89,-31.68,-3.753,-2.985,-5.366
3/8/2012 6:50,182051,0.353,207.8,1.01,135.7,2.494,-29.87,2.36,0,2.56,0,0.677,0,12.89,-31.81,-3.754,-2.985,-5.366
3/8/2012 7:00,182052,2.524,97.6,0.911,115.6,2.675,-29.87,2.007,0,2.56,0,0.704,0,12.89,-31.94,-3.754,-2.986,-5.367
3/8/2012 7:10,182053,2.323,107.3,2.721,101.6,3.038,-30.23,2.006,0,2.56,0,0.687,0,12.89,-31.98,-3.744,-2.985,-5.366
3/8/2012 7:20,182054,2.881,103.9,3.153,108.7,4.302,-29.79,2.36,0,2.56,0,0.687,0,12.89,-32.16,-3.744,-2.985,-5.367
3/8/2012 7:30,182055,3.337,98.9,3.092,103.2,3.464,-30.31,2.009,0,2.56,0,0.707,0,12.88,-32.24,-3.745,-2.986,-5.367
3/8/2012 7:40,182056,2.94,106.3,2.935,102.5,3.131,-30.35,2.008,0,2.56,0,0.706,0,12.87,-32.37,-3.755,-2.986,-5.378
3/8/2012 7:50,182057,3.209,103.1,3.074,104.2,3.209,-30.47,2.008,0,2.56,0,0.73,0,12.88,-32.46,-3.755,-2.986,-5.367
3/8/2012 8:00,182058,2.435,123.3,2.97,116,3.283,-28.44,2.007,0,2.56,0,0.706,0,12.88,-32.42,-3.756,-2.987,-5.368
3/8/2012 8:10,182059,3.851,80.5,3.18,95.8,3.92,-28.93,2.36,0,2.56,0,0.723,0,12.89,-32.2,-3.756,-2.987,-5.369
3/8/2012 8:20,182060,4.743,81.2,4.442,79.75,4.763,-28.01,2.008,0,2.56,0,0.707,0,12.91,-31.85,-3.755,-2.986,-5.367
3/8/2012 8:30,182061,4.386,90,4.653,85.4,4.861,-26.98,2.008,0,2.56,0,0.697,0,13.05,-31.35,-3.754,-2.985,-5.367
