2012 Meteorological,,,,,,,,,
,,,,,,,,,
Data Processed By: ,,Niki Jacobs,,,,,,,
For More Information Contact: ,,Dr. Anna Liljedahl - akliljedahl@alaska.edu,,,,,,,
,,,,,,,,,
Site Name: ,,Coal Mine Ridge,,,,,,,
Site Coordinates (UTM): ,,X-coord. 561974,,,,,,,
,,Y-coord. 7060795,,,,,,,
2012-09-26,17:00:00,5.75,5.84,47.18,46.51,-4.7,197,2.27,4.45
2012-09-26,18:00:00,4.73,5.1,47.66,46.14,-5.42,190.1,0,2.61
2012-09-26,19:00:00,3.67,4.17,49.19,47.4,-5.94,218.9,0.98,2.29
2012-09-26,20:00:00,2.23,3.06,53.74,50.08,-5.89,187,1.57,2.75
2012-09-26,21:00:00,2.21,3.22,50.69,45.67,-6.69,176.3,2.71,2.87
2012-09-26,22:00:00,2.14,2.86,50.01,46.08,-7.05,156.2,0.42,3.51
2012-09-26,23:00:00,2.81,4.09,43.17,40.04,-8.06,219.9,0.24,2.25
2012-09-27,00:00:00,2.51,3.09,46.53,44.53,-7.42,173.2,2.42,2.49
2012-09-27,01:00:00,3.02,3.49,47.92,45.94,-7.24,304.1,4.4,4.4
2012-09-27,02:00:00,2.91,3.09,52.18,51,-6.53,167,3.77,4.75
2012-09-27,03:00:00,1.53,1.88,57.48,55.68,-6.03,184.6,1.94,4.11
2012-09-27,04:00:00,1.52,1.75,57.46,56.2,-5.8,197.2,6.11,6.81
2012-09-27,05:00:00,2.45,2.61,64.44,63.52,-4.03,187.4,8.09,13.4
2012-09-27,06:00:00,2.55,2.71,67.35,66.64,-3.12,178.6,14.69,15.53
2012-09-27,07:00:00,2.7,2.86,60.63,59.85,-4.2,200.9,12.46,15.83
2012-09-27,08:00:00,2.95,3.1,54.42,53.61,-5.6,188,13.05,16.45
2012-09-27,09:00:00,2.9,3.03,53.61,52.89,-5.58,171.5,14.05,17.23
2012-09-27,10:00:00,3.39,3.44,51.88,51.44,-5.61,187.9,13.43,17.62
2012-09-27,11:00:00,4.16,4.1,50.11,49.94,-5.28,170.2,12.32,17.06
2012-09-27,12:00:00,3.8,3.69,57.78,57.85,-3.68,188.1,14.27,15.22
2012-09-27,13:00:00,3.55,3.42,65.93,65.58,-2.16,189.9,13.39,15.4
2012-09-27,14:00:00,5.3,5.13,56.93,56.43,-3.62,179.6,14.92,19.29
2012-09-27,15:00:00,6.3,5.97,46.64,47.15,-4.56,193.7,16.95,20.03
2012-09-27,16:00:00,6.24,5.88,45.38,45.99,-4.55,161.5,15.57,18.71
2012-09-27,17:00:00,5.62,5.47,48.57,48.4,-4.44,179.1,13.14,18.83
2012-09-27,18:00:00,4.97,5.09,47.79,47.21,-5.32,190.8,12.15,18.48
2012-09-27,19:00:00,4.77,4.95,47.8,46.95,-5.38,184.6,10.01,13.83
2012-09-27,20:00:00,4.58,4.78,51.09,50.21,-4.78,194,10.29,12.73
2012-09-27,21:00:00,4.3,4.49,53.81,52.96,-4.15,184.3,8.13,11.95
2012-09-27,22:00:00,3.45,3.64,59.03,57.99,-3.64,173.4,3.18,10.46
2012-09-27,23:00:00,3.39,3.69,59.61,58.46,-4.13,166.3,4.39,7.3
2012-09-28,00:00:00,3.14,3.43,58.26,56.86,-4.29,199.6,4.08,6.9
2012-09-28,01:00:00,2.67,2.99,61.62,60.02,-3.82,201.5,4.81,5.3
2012-09-28,02:00:00,2.21,2.74,62.47,60.2,-4.27,174.1,3.44,4.96
2012-09-28,03:00:00,2.53,3.26,56.27,53.25,-5.16,157.6,3.54,3.98
2012-09-28,04:00:00,2.72,3.12,59.72,58.03,-4.51,181.7,4.13,4.63
2012-09-28,05:00:00,2.36,2.7,62.27,60.54,-4.21,190.6,5.28,6.51
2012-09-28,06:00:00,2.88,3.19,61.31,59.99,-3.8,187,4.43,5.8
2012-09-28,07:00:00,3.13,3.39,61.34,60.19,-3.7,152.4,3.21,8.56
2012-09-28,08:00:00,2.62,2.85,68.98,67.48,-2.72,198.1,8.08,8.35
2012-09-28,09:00:00,1.96,2.03,84.46,83.62,-0.43,253,3.62,9.08
2012-09-28,10:00:00,1.42,1.48,90.6,89.45,0.22,163.4,9.19,9.6
2012-09-28,11:00:00,2.74,2.96,82.6,80.08,-0.03,146.2,14.39,14.39
2012-09-28,12:00:00,3.83,4.05,76.12,73.03,-0.48,175,14.8,18.77
2012-09-28,13:00:00,6.25,5.89,59.2,58.93,-1.25,168.2,13.33,20.2
2012-09-28,14:00:00,8.47,7.65,44.26,46.13,-3.2,159.8,4.32,14.4
2012-09-28,15:00:00,7.34,7.02,44.29,45.11,-3.84,185.8,8.95,11.01
2012-09-28,16:00:00,7.18,6.67,49.01,50.27,-3.06,167.8,7.15,11.12
2012-09-28,17:00:00,5.05,4.95,58.51,58.81,-2.29,131.9,3.05,9.24
2012-09-28,18:00:00,4.61,4.76,56.93,55.94,-3.22,165.3,9.31,12.05
2012-09-28,19:00:00,4.59,4.78,52.62,51.5,-4.32,169.2,9.8,12.49
2012-09-28,20:00:00,4.24,4.43,54.42,53.4,-4.06,169.3,7.97,13.21
2012-09-28,21:00:00,4.04,4.23,53.37,52.39,-4.44,170.1,13.22,13.35
2012-09-28,22:00:00,3.74,3.91,54.25,53.34,-4.63,167.4,9.81,16.17
2012-09-28,23:00:00,3.59,3.77,53.85,52.96,-4.89,171.8,10.34,14.67
2012-09-29,00:00:00,3.43,3.64,51.84,50.93,-5.6,156,6.9,12.95
2012-09-29,01:00:00,3.05,3.39,50.01,48.75,-6.26,180,4.51,7.26
2012-09-29,02:00:00,2.85,3.09,53.61,52.32,-5.39,165.3,10.46,12.39
2012-09-29,03:00:00,2.49,2.7,57.41,56.25,-4.96,169.2,7.87,12.53
2012-09-29,04:00:00,2.3,2.54,57.31,56.15,-5.29,159.1,6.49,8.96
2012-09-29,05:00:00,2.07,2.33,57.01,55.86,-5.44,172.7,9.13,9.68
2012-09-29,06:00:00,2.55,2.77,55.25,54.19,-5.51,179.9,7.55,10.08
2012-09-29,07:00:00,2.74,2.95,54.93,53.82,-5.42,162.1,10.16,11.26
2012-09-29,08:00:00,2.96,3.12,55.2,54.42,-5.35,171.3,12.09,12.09
2012-09-29,09:00:00,3.18,3.13,59.75,59.54,-4.42,153.5,8.07,10.83
2012-09-29,10:00:00,4.29,3.95,52.08,52.49,-4.66,178,5.48,9.03
2012-09-29,11:00:00,4.03,3.89,48.52,48.69,-5.86,170.4,9.78,10.62
2012-09-29,12:00:00,3.54,3.47,51.2,51.03,-5.53,177.5,9.56,11.15
2012-09-29,13:00:00,3.59,3.5,49.54,49.4,-5.88,187,11.14,13.05
2012-09-29,14:00:00,2.84,2.81,50.76,50.45,-6.62,177.9,10.03,11.72
2012-09-29,15:00:00,2.11,2.11,55.17,54.9,-5.82,178.3,7.47,10.37
2012-09-29,16:00:00,2.01,2.05,54.66,54.11,-6.25,179.3,6.82,9.39
2012-09-29,17:00:00,1.88,1.97,54.59,54.02,-6.14,180,6.22,8.58
2012-09-29,18:00:00,1.47,1.58,58.81,58.13,-5.87,179.7,4.99,8.94
2012-09-29,19:00:00,0.4,0.57,69.54,68.59,-4.83,191.4,5.96,7.7
2012-09-29,20:00:00,-2.87,-2.83,87.31,86.91,-4.22,279.5,3.18,5.33
2012-09-29,21:00:00,-4.18,-4.11,96.4,96,-4.63,17.31,1.97,3.75
2012-09-29,22:00:00,-4.54,-4.45,97.7,97,-4.85,47.24,1.81,3.19
2012-09-29,23:00:00,-4.52,-4.42,97,96.4,-4.92,23.24,1.35,2.07
2012-09-30,00:00:00,-4.36,-4.27,96.05,95.75,-4.88,24.68,0.15,1.25
2012-09-30,01:00:00,-4.29,-4.2,95.45,95.35,-4.91,31.72,0.42,1.23
2012-09-30,02:00:00,-4.28,-4.2,95.5,95.5,-4.89,342.2,0.53,1.07
2012-09-30,03:00:00,-4.27,-4.2,95.7,95.55,-4.86,310.8,0.51,0.89
2012-09-30,04:00:00,-4.28,-4.2,95.75,95.55,-4.86,40.5,0.25,0.71
2012-09-30,05:00:00,-4.39,-4.29,96,95.7,-4.93,0.1,0,0.79
2012-09-30,06:00:00,-4.49,-4.41,95.8,95.55,-5.07,41.51,0.42,1.13
2012-09-30,07:00:00,-4.56,-4.47,96.1,95.7,-5.09,26.85,1.22,1.8
2012-09-30,08:00:00,-4.66,-4.58,96.45,95.7,-5.14,53.08,0.59,1.59
2012-09-30,09:00:00,-4.41,-4.36,96.25,95.55,-4.92,227.2,0.62,0.86
2012-09-30,10:00:00,-3.8,-3.98,95.15,95.3,-4.41,336.7,0.43,1.21
2012-09-30,11:00:00,-3.56,-3.54,96.15,95.75,-4.08,323,1.17,1.17
2012-09-30,12:00:00,-2.91,-3.07,95.1,95.2,-3.54,298,1.41,1.43
2012-09-30,13:00:00,-2.38,-2.55,92.65,92.6,-3.36,294.8,1.94,2.47
2012-09-30,14:00:00,-1.77,-1.75,86.65,85.25,-3.77,313.3,3.09,3.48
2012-09-30,15:00:00,-1.92,-1.81,84.45,83.55,-4.19,303.4,2.01,3.84
2012-09-30,16:00:00,-2.25,-2.14,85.75,85,-4.39,352.3,3.01,3.46
2012-09-30,17:00:00,-3.08,-2.99,90.2,89.65,-4.45,32.59,1.05,3.66
2012-09-30,18:00:00,-3.45,-3.39,91.65,91.3,-4.6,329.2,0.79,2.74
2012-09-30,19:00:00,-3.91,-3.86,93.8,93.65,-4.76,313.1,0.45,1.23
2012-09-30,20:00:00,-4.26,-4.23,95.05,95.1,-4.99,268.3,1.27,1.41
2012-09-30,21:00:00,-4.68,-4.68,97.05,97.25,-5.05,230.6,0.24,1.36
2012-09-30,22:00:00,-5.6,-5.51,97.7,97.9,-5.91,175.9,1.25,2.01
2012-09-30,23:00:00,-5.75,-5.32,95.9,96.15,-6.28,272.3,0,1.21
2012-10-01,00:00:00,-5.03,-4.93,96.2,96.3,-5.52,343.8,0.04,0.61
2012-10-01,01:00:00,-5.03,-4.94,96.55,96.15,-5.48,303.9,0.02,0.74
2012-10-01,02:00:00,-5.14,-5.09,96.4,96.05,-5.63,173.5,1.14,1.34
2012-10-01,03:00:00,-5.13,-5.05,95.15,95,-5.81,172,0.58,1.11
2012-10-01,04:00:00,-4.66,-4.56,93.95,94.4,-5.46,179.4,1.55,1.66
2012-10-01,05:00:00,-4.84,-4.74,92.5,92.8,-5.9,208,1.45,1.84
2012-10-01,06:00:00,-4.92,-4.81,92,92.45,-6,198.1,0.73,2.28
2012-10-01,07:00:00,-5.11,-4.99,92.6,93.2,-6.07,205,1.39,1.39
2012-10-01,08:00:00,-5.13,-5.01,93.25,93.5,-6.05,178,1.62,2.28
2012-10-01,09:00:00,-3.93,-4.01,87.7,92.1,-5.28,128,0.31,1.92
2012-10-01,10:00:00,-2.25,-2.32,85.08,89.3,-4.32,99.7,0.52,1.22
2012-10-01,11:00:00,-1.43,-1.47,79.89,80.92,-4.31,66.8,1.54,1.95
2012-10-01,12:00:00,-0.56,-0.36,69.24,70.93,-5.48,3.57,1.19,2.1
2012-10-01,13:00:00,0.32,0.23,64.98,65.93,-5.39,61.09,1.29,2.18
2012-10-01,14:00:00,1.94,1.54,54.46,55.17,-6.5,46.68,1.83,2.44
2012-10-01,15:00:00,1.37,1.58,53.57,53.06,-6.43,31.84,2.61,2.95
2012-10-01,16:00:00,1.41,1.8,59.95,58.12,-5.93,45.86,1.61,2.79
2012-10-01,17:00:00,0.57,1.06,65.35,64.17,-5.23,84.1,0.31,2.67
2012-10-01,18:00:00,0.87,1.2,44.22,42.83,-12.29,184.3,6.44,8.64
2012-10-01,19:00:00,0.63,0.97,29.53,28,-15.45,178.7,9.12,11.31
2012-10-01,20:00:00,0.83,1.15,26.44,25.29,-16.5,177.2,11.24,12.08
2012-10-01,21:00:00,0.97,1.27,23.9,22.68,-17.44,185.8,12.13,13.92
2012-10-01,22:00:00,0.84,1.11,27.46,26.3,-16.07,168.3,9.85,15.46
2012-10-01,23:00:00,0.78,1.04,31.36,30.18,-14.35,178.7,14.09,16.98
2012-10-02,00:00:00,1.01,1.26,32.48,31.33,-13.59,182.6,12.21,16.57
2012-10-02,01:00:00,1.12,1.35,33.8,32.69,-13.03,179.1,14.13,15.75
2012-10-02,02:00:00,1.26,1.48,38.42,37.44,-11.31,181.4,13.81,16.09
2012-10-02,03:00:00,1.47,1.71,42.76,41.58,-9.89,187.6,15.33,15.99
2012-10-02,04:00:00,1.88,2.11,45.55,44.56,-8.68,187.8,14.74,16.1
2012-10-02,05:00:00,2.21,2.42,43.44,42.42,-8.73,180,12.2,15.89
2012-10-02,06:00:00,2.63,2.82,40.86,39.87,-9.49,181.3,12.82,15.55
2012-10-02,07:00:00,2.89,3.06,39.49,38.65,-9.54,185.1,13.49,16.84
2012-10-02,08:00:00,3.18,3.33,37.83,36.98,-9.86,177.4,13.28,19.88
2012-10-02,09:00:00,2.76,2.89,31.05,30.3,-12.88,190.5,19.21,20.38
2012-10-02,10:00:00,2.5,2.56,36.85,36.17,-11.09,182.7,19.12,20.82
2012-10-02,11:00:00,2.3,2.33,45.94,45.4,-8.2,165.3,17.34,20.75
2012-10-02,12:00:00,2.25,2.29,51.3,50.83,-6.7,184.8,13.65,18.82
2012-10-02,13:00:00,2.41,2.47,52.25,51.71,-6.36,185,16.07,20.61
2012-10-02,14:00:00,2.58,2.65,52.89,52.39,-6.1,175.1,19.44,20.09
2012-10-02,15:00:00,2.44,2.54,53.37,52.76,-6.07,166.2,15.38,19.47
2012-10-02,16:00:00,2.49,2.59,54.15,53.51,-5.88,181.6,13.3,19.33
2012-10-02,17:00:00,2.44,2.55,56.9,56.32,-5.31,189.8,16.81,20.01
2012-10-02,18:00:00,2.23,2.34,57.44,56.77,-5.12,184.1,11.54,19.96
2012-10-02,19:00:00,2.27,2.42,56.7,56.02,-5.5,177.7,12.25,14.28
2012-10-02,20:00:00,2.34,2.48,54.32,53.61,-5.96,178.5,14.54,15.84
2012-10-02,21:00:00,2.54,2.69,53.07,52.32,-6.1,177.4,14.7,17.72
2012-10-02,22:00:00,2.18,2.31,57.3,56.73,-5.33,176.5,18.17,19.43
2012-10-02,23:00:00,1.75,1.89,62.57,61.89,-4.67,172.7,16.8,20.74
2012-10-03,00:00:00,1.81,1.96,61.58,60.87,-4.9,178.5,17.44,19.44
2012-10-03,01:00:00,1.87,2.01,60.67,59.96,-4.91,183.5,14.91,17.59
2012-10-03,02:00:00,2.11,2.25,58.63,57.88,-5.21,180.6,14.74,19.03
2012-10-03,03:00:00,1.93,2.08,57.28,56.49,-5.39,185.2,13.77,17.21
2012-10-03,04:00:00,1.9,2.11,56.4,55.45,-5.81,166.2,11.51,15.33
2012-10-03,05:00:00,2.08,2.31,56.68,55.69,-5.73,174.8,13,15.35
2012-10-03,06:00:00,2.19,2.4,56.37,55.45,-5.58,178.3,13.06,14.85
2012-10-03,07:00:00,2.36,2.58,55.48,54.39,-5.64,185.5,11.79,13.94
2012-10-03,08:00:00,2.74,2.89,52.46,52.22,-5.64,178.9,12.05,13.96
2012-10-03,09:00:00,4.38,4.09,46.86,47.5,-5.82,181.4,10.77,13.99
2012-10-03,10:00:00,5.03,4.61,45.23,46.14,-5.73,178.8,14.88,15.26
2012-10-03,11:00:00,5.57,5.18,44.1,44.85,-5.81,179.6,15.03,17.28
2012-10-03,12:00:00,5.84,5.43,44.13,45.01,-5.37,176.3,14.98,18.96
2012-10-03,13:00:00,6.25,5.77,44.2,45.45,-5.17,190,12.18,16.48
2012-10-03,14:00:00,5.68,5.32,47.79,48.7,-4.9,178.6,8.69,15.64
2012-10-03,15:00:00,4.74,4.47,52.75,53.09,-4.13,185.4,15.75,17.5
2012-10-03,16:00:00,3.74,3.79,58.53,58.02,-3.67,197.5,16.8,21.89
2012-10-03,17:00:00,3.97,4.06,57.68,57.17,-3.55,184.2,13.96,17.96
2012-10-03,18:00:00,3.97,4.1,59.92,59.27,-3.16,172,18.47,21.12
2012-10-03,19:00:00,3.89,4.03,61.82,61.11,-2.77,178.1,20.43,22.8
2012-10-03,20:00:00,3.89,4.01,61.95,61.21,-2.69,180.3,21.19,23.73
2012-10-03,21:00:00,3.96,4.08,59.75,58.97,-3.15,166.8,21.89,22.95
2012-10-03,22:00:00,4.38,4.51,62.09,61.27,-2.37,178.9,18.56,21.97
2012-10-03,23:00:00,4.48,4.63,65.38,64.33,-1.53,169,20.01,22.28
2012-10-04,00:00:00,4.75,4.9,65.79,64.6,-1.05,182.2,18.88,23.93
2012-10-04,01:00:00,5.35,5.51,64.97,63.78,-0.69,169.3,22.02,24.97
2012-10-04,02:00:00,5.73,5.91,64.18,63.1,-0.53,169.4,20.63,25.18
2012-10-04,03:00:00,6.11,6.27,65.27,64.08,0.06,193.6,20.49,24.09
2012-10-04,04:00:00,6.52,6.67,65.26,64.41,0.21,175.2,20.18,23.36
2012-10-04,05:00:00,5.81,5.96,70.14,69.19,0.83,164.1,23.81,27
2012-10-04,06:00:00,6.47,6.61,68.04,67.16,0.86,170,24.62,24.62
2012-10-04,07:00:00,7.06,7.24,65.43,63.87,0.94,175.3,19.12,25.18
2012-10-04,08:00:00,6.8,6.96,68.34,67.16,1.39,169.7,20.04,23.12
2012-10-04,09:00:00,7.15,7.23,68.17,67.49,1.66,181.1,17.99,22.69
2012-10-04,10:00:00,7.71,7.74,65.93,65.46,1.78,167.6,15.95,20.27
2012-10-04,11:00:00,9.48,9.14,60.98,61.56,2.19,193.5,14.05,16.53
2012-10-04,12:00:00,10.32,9.98,57.84,58.52,2.36,190.1,14.66,18.97
2012-10-04,13:00:00,9.27,9.32,66.83,65.06,3.26,193.6,17.7,17.7
2012-10-04,14:00:00,9.3,9.38,64.76,63.23,2.85,197.5,18.8,22.04
2012-10-04,15:00:00,8.99,9.12,66.22,64.42,3.12,190.1,16.41,18.46
2012-10-04,16:00:00,9.58,9.64,64.12,63.1,3.36,189,12.95,18.31
2012-10-04,17:00:00,9.61,9.68,67.1,66.39,3.47,189.9,17.93,19.68
2012-10-04,18:00:00,8.72,8.85,71.85,71.01,3.98,189.9,15.72,18.4
2012-10-04,19:00:00,8.53,8.67,73.63,72.81,4.06,193.2,14.48,16.78
2012-10-04,20:00:00,8.64,8.8,72.31,71.33,4.01,191.2,14.6,17.96
2012-10-04,21:00:00,8.86,9.02,71.42,70.44,3.99,194.4,14.57,18.19
2012-10-04,22:00:00,9.14,9.3,66.2,65.32,3.34,185.3,15.01,19.05
2012-10-04,23:00:00,9.16,9.31,65.79,64.87,3.06,176.8,17.27,21.21
2012-10-05,00:00:00,8.79,8.92,66.94,65.99,3.16,178.2,18.17,19.82
2012-10-05,01:00:00,8.35,8.51,68.98,68.03,3.05,178,14.58,18.72
2012-10-05,02:00:00,8.32,8.47,69.9,68.88,2.86,185.6,15.42,19.54
2012-10-05,03:00:00,8.12,8.27,69.56,68.54,2.96,186.4,18.31,20.09
2012-10-05,04:00:00,8,8.14,70.85,69.97,3.02,167.5,17.05,20.34
2012-10-05,05:00:00,7.76,7.92,73.12,71.8,3.12,173.7,16.97,19.36
2012-10-05,06:00:00,7.78,7.95,71.4,70.04,2.96,181.2,17.94,19.86
2012-10-05,07:00:00,7.79,7.94,70.68,69.7,2.81,179.4,20.61,21.34
2012-10-05,08:00:00,7.9,8.04,70.95,69.43,2.73,178,19.89,21.03
2012-10-05,09:00:00,8.53,8.47,69.77,69.02,2.67,176.7,15.41,20.23
2012-10-05,10:00:00,8.78,8.72,65.32,64.8,2.52,188.3,17.56,20.27
2012-10-05,11:00:00,9.7,9.48,59.48,59.37,1.78,182.2,12.36,20.01
2012-10-05,12:00:00,9.61,9.46,52.89,52.96,0.65,189,11.68,17.43
2012-10-05,13:00:00,9.09,8.93,55.81,56.22,0.84,169.2,9.47,15.47
2012-10-05,14:00:00,8.48,8.4,58.12,57.99,0.84,181.6,9.24,13.59
2012-10-05,15:00:00,8.17,8.13,58.23,57.89,0.29,150.2,6.75,11.08
2012-10-05,16:00:00,6.77,6.83,70.39,69.02,1.13,172.6,9.48,11.86
2012-10-05,17:00:00,4.56,4.73,84.68,82.51,2.39,190.1,8.11,11.5
2012-10-05,18:00:00,4.35,4.56,88.85,86.5,2.75,198.5,10.49,12.74
2012-10-05,19:00:00,6,6.31,89.3,85.75,4.43,178.5,11.35,15.39
2012-10-05,20:00:00,6.71,7.09,86.85,83.25,4.7,195.3,14.18,18.34
2012-10-05,21:00:00,5.82,6,91.05,88.65,4.74,205,8.77,14.88
2012-10-05,22:00:00,6.12,6.43,87.1,84.88,3.73,170.3,12.6,14.78
2012-10-05,23:00:00,6.04,6.37,82.75,79.21,3.27,183.2,14.01,15.92
2012-10-06,00:00:00,5.96,6.26,80.47,77.2,2.9,207.2,8.81,14.01
2012-10-06,01:00:00,5.91,6.22,77.55,74.41,2.25,197.3,10.67,14.46
2012-10-06,02:00:00,5.55,5.86,75.97,73.13,1.77,180.3,13.25,15.05
2012-10-06,03:00:00,5.72,5.93,72.05,70.32,1.05,170.7,10.26,13.99
2012-10-06,04:00:00,5.19,5.35,72.9,71.37,0.76,170,12.44,14.03
2012-10-06,05:00:00,4.82,4.97,73.82,72.43,0.62,180.7,10.11,13.94
2012-10-06,06:00:00,4.7,4.86,73.49,72.33,0.44,196.6,8,12.27
2012-10-06,07:00:00,4.56,4.71,75.46,74.44,0.17,196.5,6.94,8.65
2012-10-06,08:00:00,4.28,4.39,79.34,78.5,0.23,223.1,6.01,8.1
2012-10-06,09:00:00,1.86,1.89,93.4,93.1,1.14,219,6.48,9.28
2012-10-06,10:00:00,1.55,1.54,97.35,97.05,1.24,311.8,2.9,8.52
2012-10-06,11:00:00,-0.16,-0.14,99.2,98.9,-0.26,218.7,1.84,4.49
2012-10-06,12:00:00,-0.17,-0.22,98.55,98.95,-0.34,185,1.78,2.96
2012-10-06,13:00:00,0.26,0.05,97.4,99.05,-0.12,56,0.4,1.49
2012-10-06,14:00:00,0.31,0.25,98.55,99.25,0.11,67.28,2.31,2.63
2012-10-06,15:00:00,0.68,0.54,96.25,98.5,0.17,37.78,1.83,3.4
2012-10-06,16:00:00,0.83,0.68,92.9,95.95,-0.18,62.6,0.57,2.56
2012-10-06,17:00:00,0.57,0.5,92.95,94.65,-0.34,350.8,2.85,2.85
2012-10-06,18:00:00,-0.26,-0.16,95.75,96.45,-0.79,5.4,1.6,2.9
2012-10-06,19:00:00,-0.52,-0.41,99.25,99.05,-0.61,324.2,0.39,2.7
2012-10-06,20:00:00,-1.06,-0.86,99.45,99.2,-1.11,167,1.65,2.71
2012-10-06,21:00:00,0.65,0.88,85.7,84.91,-1.23,252,2.94,6.28
2012-10-06,22:00:00,2.52,2.73,74.79,73.84,-1.17,180.1,8.58,10.03
2012-10-06,23:00:00,0.72,0.81,85.01,83.77,-0.95,258.1,4.31,7.71
2012-10-07,00:00:00,-1.14,-0.93,97.45,96.55,-1.45,266.2,1.4,3.85
2012-10-07,01:00:00,-0.87,-0.51,95.55,94.9,-1.42,229.1,0.97,1.2
2012-10-07,02:00:00,-1.25,-0.54,95.1,92.3,-1.95,136.5,0.3,2.33
2012-10-07,03:00:00,-0.17,0.43,90.9,88.15,-1.28,74.56,1.1,1.43
2012-10-07,04:00:00,-0.03,0.2,91.35,89.5,-1.02,64.49,1.94,1.94
2012-10-07,05:00:00,0.85,1.04,88.45,87.65,-1,78.41,0.71,2.32
2012-10-07,06:00:00,1.31,1.54,83.57,82.04,-1.12,321.7,1.18,2.16
2012-10-07,07:00:00,3.47,3.77,69.92,68.18,-2.85,179.3,10.55,11.82
2012-10-07,08:00:00,3.93,4.15,58.39,56.93,-3.38,175.9,6.47,11.69
2012-10-07,09:00:00,3.92,4.09,62.67,61.41,-2.42,188,8.71,11.06
2012-10-07,10:00:00,4.32,4.44,61.28,59.99,-1.9,182.2,8.07,10.77
2012-10-07,11:00:00,3.92,3.9,72.64,71.76,-0.37,183.3,7.85,9.43
2012-10-07,12:00:00,4.63,4.43,74.28,74.4,0.8,188.9,8.49,9.98
2012-10-07,13:00:00,5.7,5.39,72.55,73.59,1.01,206.2,6.24,9.06
2012-10-07,14:00:00,4.35,4.29,80.71,80.31,1.48,211.1,6.24,7.45
2012-10-07,15:00:00,4.73,4.73,77.84,77.56,1.29,221.1,8.65,9.85
2012-10-07,16:00:00,4.55,4.53,78.68,78.28,1.16,264.9,5.96,9.27
2012-10-07,17:00:00,3.54,3.53,81.78,81.74,0.81,287.2,1.05,6.65
2012-10-07,18:00:00,2.57,2.67,84.65,84.2,0.24,208.4,1.54,2.63
2012-10-07,19:00:00,1.85,2,88.95,88.35,0.32,146.3,0.59,2.75
2012-10-07,20:00:00,1.52,1.79,91.45,90.35,0.31,210.8,0.32,2.35
2012-10-07,21:00:00,0.47,1.19,95.8,94.25,-0.12,354.6,0.87,1.44
2012-10-07,22:00:00,0.39,0.7,97.25,96.85,0.02,342.7,0,1.58
2012-10-07,23:00:00,0.2,0.51,98.55,97.55,-0.01,66.56,1.05,1.69
2012-10-08,00:00:00,0.2,0.35,99.25,98.9,0.13,200.6,0.09,1.45
2012-10-08,01:00:00,0.56,0.82,98.45,97.5,0.44,315.6,0.08,1.4
2012-10-08,02:00:00,0.98,1.37,95.55,93.55,0.33,197.7,0.9,1.91
